source_id,source_name,target_id,target_name
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,0ONHkAv9pCAFxb0zJwDNTy,Pusha T
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,17lzZA2AlOHwCwFALHttmp,2 Chainz
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,28ExwzUQsvgJooOI0X1mr3,Jay Rock
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,20sxb77xiYeusSH8cVdatc,Meek Mill
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,0g9vAlRPK9Gt3FKCekk4TW,Ab-Soul
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,1sBkRIssrMs1AbVkOJbc7a,Rick Ross
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,6aaMZ3fcfLv4tEbmY7bjRM,Isaiah Rashad
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,2P5sC9cVZDToPxyomzF1UH,Joey Bada$$
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,0A0FS04o6zMoto8OKPsDwY,YG
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,6X8WdFjrNhXATMDSs26aCc,Curren$y
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,2hPgGN4uhvXAxiXQBIXOmE,KIDS SEE GHOSTS
3KV3p5EY4AvKxOlhGHORLg,Jeremih,2iojnBLj0qIMiKPvVhLnsH,Trey Songz
3KV3p5EY4AvKxOlhGHORLg,Jeremih,6dROiL44pIQZVNZ6Bc0OJO,Pleasure P
3KV3p5EY4AvKxOlhGHORLg,Jeremih,20s0P9QLxGqKuCsGwFsp7w,Mario
3KV3p5EY4AvKxOlhGHORLg,Jeremih,1Xfmvd48oOhEWkscWyEbh9,Lloyd
3KV3p5EY4AvKxOlhGHORLg,Jeremih,6XwcepfAsPhrvwziGxhwju,Pretty Ricky
3KV3p5EY4AvKxOlhGHORLg,Jeremih,0f5nVCcR06GX8Qikz0COtT,Omarion
3KV3p5EY4AvKxOlhGHORLg,Jeremih,7G6hXrjGpi6I7waNl4wxAk,J. Holiday
3KV3p5EY4AvKxOlhGHORLg,Jeremih,4p07QU02SrLsaORo25h2Lg,Sammie
3KV3p5EY4AvKxOlhGHORLg,Jeremih,1W3FSF1BLpY3hlVIgvenLz,The-Dream
3KV3p5EY4AvKxOlhGHORLg,Jeremih,19Fi1Rj7kk8kyiwxpXy3yM,August Alsina
3KV3p5EY4AvKxOlhGHORLg,Jeremih,360IAlyVv4PCEVjgyMZrxK,Miguel
3KV3p5EY4AvKxOlhGHORLg,Jeremih,3aQeKQSyrW4qWr35idm0cy,T-Pain
3KV3p5EY4AvKxOlhGHORLg,Jeremih,5ZS223C6JyBfXasXxrRqOk,Jhené Aiko
3KV3p5EY4AvKxOlhGHORLg,Jeremih,1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole
3KV3p5EY4AvKxOlhGHORLg,Jeremih,7r8RF1tN2A4CiGEplkp1oP,Ginuwine
3KV3p5EY4AvKxOlhGHORLg,Jeremih,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller
3KV3p5EY4AvKxOlhGHORLg,Jeremih,7352aRY2mqSxBZwzUb6LmA,Bow Wow
3KV3p5EY4AvKxOlhGHORLg,Jeremih,6If57j6e3TXXk0HiLcIZca,Sevyn Streeter
3KV3p5EY4AvKxOlhGHORLg,Jeremih,7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign
3KV3p5EY4AvKxOlhGHORLg,Jeremih,4tMm1dU6Gn04VAZ9ClHcIZ,Jacquees
67nwj3Y5sZQLl72VNUHEYE,Wale,5oNgAs7j5XcBMzWv3HAnHG,DJ Drama
67nwj3Y5sZQLl72VNUHEYE,Wale,1sBkRIssrMs1AbVkOJbc7a,Rick Ross
67nwj3Y5sZQLl72VNUHEYE,Wale,0YWxKQj2Go9CGHCp77UOyy,Fabolous
67nwj3Y5sZQLl72VNUHEYE,Wale,0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.
67nwj3Y5sZQLl72VNUHEYE,Wale,3s8alQfNnY0roAHaJh7Xxt,Dom Kennedy
67nwj3Y5sZQLl72VNUHEYE,Wale,1W3FSF1BLpY3hlVIgvenLz,The-Dream
67nwj3Y5sZQLl72VNUHEYE,Wale,07d5etnpjriczFBB8pxmRe,BJ The Chicago Kid
67nwj3Y5sZQLl72VNUHEYE,Wale,1Xfmvd48oOhEWkscWyEbh9,Lloyd
67nwj3Y5sZQLl72VNUHEYE,Wale,6X8WdFjrNhXATMDSs26aCc,Curren$y
67nwj3Y5sZQLl72VNUHEYE,Wale,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle
67nwj3Y5sZQLl72VNUHEYE,Wale,19Fi1Rj7kk8kyiwxpXy3yM,August Alsina
67nwj3Y5sZQLl72VNUHEYE,Wale,6If57j6e3TXXk0HiLcIZca,Sevyn Streeter
67nwj3Y5sZQLl72VNUHEYE,Wale,7e10JUMF7MJmmwYpnTSMI5,Dave East
67nwj3Y5sZQLl72VNUHEYE,Wale,5OrB6Jhhrl9y2PK0pSV4VP,Young Money
67nwj3Y5sZQLl72VNUHEYE,Wale,6AMa1VFQ7qCi61tCRtVWXe,Jim Jones
67nwj3Y5sZQLl72VNUHEYE,Wale,35sCXuy5gN6Or69rZ9vqBs,Birdman
67nwj3Y5sZQLl72VNUHEYE,Wale,3jksrX4oBklxR78ft8gv3j,Plies
67nwj3Y5sZQLl72VNUHEYE,Wale,4tMm1dU6Gn04VAZ9ClHcIZ,Jacquees
67nwj3Y5sZQLl72VNUHEYE,Wale,7ibAWtDtmEfaVhc1FJ3Vl9,Eric Bellinger
67nwj3Y5sZQLl72VNUHEYE,Wale,5bgfj5zUoWpyeVatGDjn6H,K CAMP
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,5oNgAs7j5XcBMzWv3HAnHG,DJ Drama
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,31HjiqargV4NAw4GZqUale,Ace Hood
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,5OrB6Jhhrl9y2PK0pSV4VP,Young Money
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,6AMa1VFQ7qCi61tCRtVWXe,Jim Jones
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,35sCXuy5gN6Or69rZ9vqBs,Birdman
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,0YWxKQj2Go9CGHCp77UOyy,Fabolous
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,6X8WdFjrNhXATMDSs26aCc,Curren$y
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,4yBK75WVCQXej1p04GWqxH,Jeezy
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,45a6gCQWq61lIUDmr1tKuO,Bun B
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,67nwj3Y5sZQLl72VNUHEYE,Wale
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,0st5vgzw9XkH5ALJiUM1lE,Slim Thug
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,3vDUJHQtqT3jFRZ2ECXDTi,Lloyd Banks
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,0tCtGc5vt29zFZp6KXzN50,Beanie Sigel
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,3ZooCJzNMTLpmJaIRUEorI,Young Dro
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,4pr7J7wzgObkE3DD3Izi7q,Young Buck
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,0P8YNJXX7QeQ8iZIUCXJgi,The Diplomats
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,3jksrX4oBklxR78ft8gv3j,Plies
17lzZA2AlOHwCwFALHttmp,2 Chainz,5oNgAs7j5XcBMzWv3HAnHG,DJ Drama
17lzZA2AlOHwCwFALHttmp,2 Chainz,5gCRApTajqwbnHHPbr2Fpi,Juicy J
17lzZA2AlOHwCwFALHttmp,2 Chainz,6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame
17lzZA2AlOHwCwFALHttmp,2 Chainz,1sBkRIssrMs1AbVkOJbc7a,Rick Ross
17lzZA2AlOHwCwFALHttmp,2 Chainz,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti
17lzZA2AlOHwCwFALHttmp,2 Chainz,5OrB6Jhhrl9y2PK0pSV4VP,Young Money
17lzZA2AlOHwCwFALHttmp,2 Chainz,6X8WdFjrNhXATMDSs26aCc,Curren$y
17lzZA2AlOHwCwFALHttmp,2 Chainz,31HjiqargV4NAw4GZqUale,Ace Hood
17lzZA2AlOHwCwFALHttmp,2 Chainz,3HiuzBlSW7pGDXlSFMhO2g,Young Dolph
17lzZA2AlOHwCwFALHttmp,2 Chainz,28ExwzUQsvgJooOI0X1mr3,Jay Rock
17lzZA2AlOHwCwFALHttmp,2 Chainz,0NWbwDZY1VkRqFafuQm6wk,Mike WiLL Made-It
17lzZA2AlOHwCwFALHttmp,2 Chainz,4yBK75WVCQXej1p04GWqxH,Jeezy
17lzZA2AlOHwCwFALHttmp,2 Chainz,4cmA2QDPdzh8W2ytpyUGes,Young Scooter
17lzZA2AlOHwCwFALHttmp,2 Chainz,0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.
17lzZA2AlOHwCwFALHttmp,2 Chainz,1mceaxtjWdEmwoDVAlkC41,Zaytoven
17lzZA2AlOHwCwFALHttmp,2 Chainz,35sCXuy5gN6Or69rZ9vqBs,Birdman
17lzZA2AlOHwCwFALHttmp,2 Chainz,5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan
17lzZA2AlOHwCwFALHttmp,2 Chainz,67nwj3Y5sZQLl72VNUHEYE,Wale
17lzZA2AlOHwCwFALHttmp,2 Chainz,1Zatb2YN4erBOoSivOXc0o,O.T. Genasis
17lzZA2AlOHwCwFALHttmp,2 Chainz,0VRj0yCOv2FXJNP47XQnx5,Quavo
20sxb77xiYeusSH8cVdatc,Meek Mill,1sBkRIssrMs1AbVkOJbc7a,Rick Ross
20sxb77xiYeusSH8cVdatc,Meek Mill,6vXTefBL93Dj5IqAWq6OTv,French Montana
20sxb77xiYeusSH8cVdatc,Meek Mill,5oNgAs7j5XcBMzWv3HAnHG,DJ Drama
20sxb77xiYeusSH8cVdatc,Meek Mill,67nwj3Y5sZQLl72VNUHEYE,Wale
20sxb77xiYeusSH8cVdatc,Meek Mill,0YWxKQj2Go9CGHCp77UOyy,Fabolous
20sxb77xiYeusSH8cVdatc,Meek Mill,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle
20sxb77xiYeusSH8cVdatc,Meek Mill,17lzZA2AlOHwCwFALHttmp,2 Chainz
20sxb77xiYeusSH8cVdatc,Meek Mill,31HjiqargV4NAw4GZqUale,Ace Hood
20sxb77xiYeusSH8cVdatc,Meek Mill,6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame
20sxb77xiYeusSH8cVdatc,Meek Mill,5OrB6Jhhrl9y2PK0pSV4VP,Young Money
20sxb77xiYeusSH8cVdatc,Meek Mill,0ONHkAv9pCAFxb0zJwDNTy,Pusha T
20sxb77xiYeusSH8cVdatc,Meek Mill,28ExwzUQsvgJooOI0X1mr3,Jay Rock
20sxb77xiYeusSH8cVdatc,Meek Mill,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti
20sxb77xiYeusSH8cVdatc,Meek Mill,0c173mlxpT3dSFRgMO8XPh,Big Sean
20sxb77xiYeusSH8cVdatc,Meek Mill,6AMa1VFQ7qCi61tCRtVWXe,Jim Jones
20sxb77xiYeusSH8cVdatc,Meek Mill,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez
20sxb77xiYeusSH8cVdatc,Meek Mill,5gCRApTajqwbnHHPbr2Fpi,Juicy J
20sxb77xiYeusSH8cVdatc,Meek Mill,6KZDXtSj0SzGOV705nNeh3,Kid Ink
20sxb77xiYeusSH8cVdatc,Meek Mill,4yBK75WVCQXej1p04GWqxH,Jeezy
20sxb77xiYeusSH8cVdatc,Meek Mill,15iVAtD3s3FsQR4w1v6M0P,Chief Keef
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,5OrB6Jhhrl9y2PK0pSV4VP,Young Money
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,5oNgAs7j5XcBMzWv3HAnHG,DJ Drama
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,1sBkRIssrMs1AbVkOJbc7a,Rick Ross
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,31HjiqargV4NAw4GZqUale,Ace Hood
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,35sCXuy5gN6Or69rZ9vqBs,Birdman
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,0YWxKQj2Go9CGHCp77UOyy,Fabolous
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,3aQeKQSyrW4qWr35idm0cy,T-Pain
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,4OBJLual30L7gRl5UkeRcT,T.I.
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,6KZDXtSj0SzGOV705nNeh3,Kid Ink
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,3jksrX4oBklxR78ft8gv3j,Plies
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,6vXTefBL93Dj5IqAWq6OTv,French Montana
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,17lzZA2AlOHwCwFALHttmp,2 Chainz
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,67nwj3Y5sZQLl72VNUHEYE,Wale
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,4yBK75WVCQXej1p04GWqxH,Jeezy
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,3KV3p5EY4AvKxOlhGHORLg,Jeremih
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,20sxb77xiYeusSH8cVdatc,Meek Mill
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,7352aRY2mqSxBZwzUb6LmA,Bow Wow
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,4HzKw8XcD0piJmDrrPRCYk,Majid Jordan
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,7e1ICztHM2Sc4JNLxeMXYl,dvsn
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,7mDU6nMUJnOSY2Hkjz5oqM,Roy Woods
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,3fHjwMnkM9ov8CozqkYxWY,Ramriddlz
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,4W49e48G0gg1pucAN6JiGH,Yo Trane
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,5J7URjIP8aFmeSn2QwF9Au,TYuS
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,6g8AmloI8egfrr3dm3SnUL,TWENTY88
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,4IVAbR2w4JJNJDDRFP3E83,6LACK
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,6G1yTgvoYsuVb2Ja8cVVJ2,anders
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,6TrQLQR8tUluPbmdPy6jqY,ELHAE
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,45AMD9qU0ERQY5RvR7deHR,Che Ecru
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,5YHM0i7v5TqqibZhS0YiuX,Ryan Trey
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,5gsyao2Qm21EKylbVIuRQ3,11:11
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,360IAlyVv4PCEVjgyMZrxK,Miguel
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,5ZS223C6JyBfXasXxrRqOk,Jhené Aiko
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,1ZilzPhvZhYUCSGczNRlyt,Eli Sostre
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,3KV3p5EY4AvKxOlhGHORLg,Jeremih
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez
6vXTefBL93Dj5IqAWq6OTv,French Montana,20sxb77xiYeusSH8cVdatc,Meek Mill
6vXTefBL93Dj5IqAWq6OTv,French Montana,6AMa1VFQ7qCi61tCRtVWXe,Jim Jones
6vXTefBL93Dj5IqAWq6OTv,French Montana,1sBkRIssrMs1AbVkOJbc7a,Rick Ross
6vXTefBL93Dj5IqAWq6OTv,French Montana,5oNgAs7j5XcBMzWv3HAnHG,DJ Drama
6vXTefBL93Dj5IqAWq6OTv,French Montana,0YWxKQj2Go9CGHCp77UOyy,Fabolous
6vXTefBL93Dj5IqAWq6OTv,French Montana,7f35VZGDpomj11PXdNn5D9,Max B
6vXTefBL93Dj5IqAWq6OTv,French Montana,6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame
6vXTefBL93Dj5IqAWq6OTv,French Montana,6KZDXtSj0SzGOV705nNeh3,Kid Ink
6vXTefBL93Dj5IqAWq6OTv,French Montana,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti
6vXTefBL93Dj5IqAWq6OTv,French Montana,5gCRApTajqwbnHHPbr2Fpi,Juicy J
6vXTefBL93Dj5IqAWq6OTv,French Montana,31HjiqargV4NAw4GZqUale,Ace Hood
6vXTefBL93Dj5IqAWq6OTv,French Montana,5OrB6Jhhrl9y2PK0pSV4VP,Young Money
6vXTefBL93Dj5IqAWq6OTv,French Montana,3kortApcf0ntRWexUkJE4H,Uncle Murda
6vXTefBL93Dj5IqAWq6OTv,French Montana,17lzZA2AlOHwCwFALHttmp,2 Chainz
6vXTefBL93Dj5IqAWq6OTv,French Montana,67nwj3Y5sZQLl72VNUHEYE,Wale
6vXTefBL93Dj5IqAWq6OTv,French Montana,0NWbwDZY1VkRqFafuQm6wk,Mike WiLL Made-It
6vXTefBL93Dj5IqAWq6OTv,French Montana,3vDUJHQtqT3jFRZ2ECXDTi,Lloyd Banks
6vXTefBL93Dj5IqAWq6OTv,French Montana,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle
6vXTefBL93Dj5IqAWq6OTv,French Montana,6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana
6vXTefBL93Dj5IqAWq6OTv,French Montana,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,6KZDXtSj0SzGOV705nNeh3,Kid Ink
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,6vXTefBL93Dj5IqAWq6OTv,French Montana
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,20sxb77xiYeusSH8cVdatc,Meek Mill
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,3KV3p5EY4AvKxOlhGHORLg,Jeremih
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,21WS9wngs9AqFckK7yYJPM,PnB Rock
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,19Fi1Rj7kk8kyiwxpXy3yM,August Alsina
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,67nwj3Y5sZQLl72VNUHEYE,Wale
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,7mDU6nMUJnOSY2Hkjz5oqM,Roy Woods
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,6AUl0ykLLpvTktob97x9hO,Tee Grizzley
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,0YWxKQj2Go9CGHCp77UOyy,Fabolous
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,4tMm1dU6Gn04VAZ9ClHcIZ,Jacquees
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,1sBkRIssrMs1AbVkOJbc7a,Rick Ross
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,5oNgAs7j5XcBMzWv3HAnHG,DJ Drama
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,2iojnBLj0qIMiKPvVhLnsH,Trey Songz
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,4IVAbR2w4JJNJDDRFP3E83,6LACK
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,7e10JUMF7MJmmwYpnTSMI5,Dave East
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,7mDU6nMUJnOSY2Hkjz5oqM,Roy Woods
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,4HzKw8XcD0piJmDrrPRCYk,Majid Jordan
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,6g8AmloI8egfrr3dm3SnUL,TWENTY88
